"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Jakarta Timur","Babelan, Bekasi, Jawa Barat","Rp","385 jt","2","1","30 m²","Rp 6.416.667 per m²","",""
"Jakarta Utara","Bekasi, Bekasi, Jawa Barat","Rp","3 jt","2","1","38 m²","Rp 50.000 per m²","",""
"Perumahan Islami Terbesar di Bekasi, Grand Al-Ihsan Premiere","Jl. Barin Raya No.130, RT.001/RW.001, Mustikasari, Mustikajaya, Bekasi, Jawa Barat","Rp","847 jt","2","1","41 m²","Rp 11.763.889 per m²","",""
"SIAP HUNI cuma 5 juta punya rumah di JATIASIH","AKSES 2 MOBIL GRATISSSS BIAYA BIAYA 3 kamar tidur, Pondokgede, Bekasi, Jawa Barat","","700","3","2","58 m²","Rp 9 per m²","",""
"Rumah Mewah Murah Di Kranggan Dekat Tol Jati Asih Bekasi","Jalan Raya Kranggan, Jatiasih, Bekasi, Jawa Barat","Rp","1,083 M","3","3","77 m²","Rp 12.892.857 per m²","",""
"Royal Park Residence Cluster Champions","Mustikajaya, Bekasi, Jawa Barat","Rp","1,2 M","3","2","90 m²","Rp 7.272.727 per m²","",""
"De Oasis green residence lokasi di segitiga emas kota Bekasi DP 15, jt All in","Jl. Raya ujung aspal,jatirangon Bekasi, Jatisampurna, Bekasi, Jawa Barat","Rp","950 jt","","","50 m²","Rp 15.573.770 per m²","",""
"De Oasis green residence","Jln raya ujung aspal,jatirangon kota Bekasi, Jaka Sampurna, Bekasi, Jawa Barat","Rp","950 jt","","","50 m²","Rp 15.573.770 per m²","",""
"Jual Rumah 1 lantai dekat Cibubur","Jl. Wibawa Mukti II Gg. Diman RT 04 RW 06, Jati Sari, Bekasi, Jawa Barat","Rp","400 jt","2","1","36 m²","Rp 6.666.667 per m²","",""
"Dijual Rumah di Asera One South hook 2 lantai (sudah renov)","Harapan indah, Harapan Indah, Bekasi, Jawa Barat","Rp","4,25 M","4","4","200 m²","Rp 15.740.741 per m²","",""
"Promo Gratis Biaya2, Gratis Canopy, Legalitas Clean n Clear, KPR Bank BSI","Jatiasih,Pondokgede,Kota Bekasi,Bekasi, Jatiasih, Bekasi, Jawa Barat","","750","2","2","53 m²","Rp 12 per m²","",""
"Rumah MURAH Tanpa  DP di jatiasih","GRATIS BIAYA BIAYA, Jati Bening, Bekasi, Jawa Barat","","675","2","2","53 m²","Rp 14 per m²","",""
"Hunian eksklusif di jatiasih","Jl wibawa mukti 2 jati asih, jati asih, Bantargebang, Bekasi, Jawa Barat","Rp","1,3175 M","3","3","115 m²","Rp 21.958.333 per m²","",""
"Harapan Mulya Bekasi Dijual Rumah","Tarumajaya, Bekasi, Jawa Barat","Rp","835 jt","2","1","52 m²","Rp 6.423.077 per m²","",""
"Jual Rumah Siap Huni Di Premier Savanna Vida Bekasi Dekat Galaxy Harga All In Siap KPR","Premier Savanna Vida, Galaxy, Bekasi, Jawa Barat","Rp","780 jt","2","1","53 m²","Rp 9.285.714 per m²","",""
"Premier Estate 2","Jl Raya Kodau, Jati Warna, Bekasi, Jawa Barat","Rp","4,051 M","4","3","183 m²","Rp 29.355.072 per m²","",""
"Premier Estate 2","Jl Raya Kodau, Jati Warna, Bekasi, Jawa Barat","Rp","2,185 M","3","2","84 m²","Rp 20.809.524 per m²","",""
"Grand wisata cluster cherryville","Bekasi Selatan, Bekasi, Jawa Barat","Rp","2 M","4","3","100 m²","Rp 15.873.016 per m²","",""
"Di jual rumah minimalis di Harapan indah","Harapan Indah, Bekasi, Jawa Barat","Rp","825 jt","3","2","1 m²","Rp 6.875.000 per m²","",""
"DIJUAL RUMAH  Di Jati cempaka-Jatiwaringin Pondok Gede","Jati Waringin, Bekasi, Jawa Barat","Rp","2,7 M","6","4","175 m²","Rp 10.975.610 per m²","",""
"DIJUAL RUMAH DI SAGARA CITY TARUMA JAYA BKS","Bekasi, Bekasi, Jawa Barat","Rp","600 jt","2","1","38 m²","Rp 8.000.000 per m²","",""
"Summarecon Crown Gading","Summarecon Crown Gading, Harapan Indah, Bekasi, Jawa Barat","Rp","1,409 M","3","2","77 m²","Rp 18.298.701 per m²","",""
"Summarecon Crown Gading","Summarecon Crown Gading, Harapan Indah, Bekasi, Jawa Barat","Rp","952 jt","2","2","50 m²","Rp 17.309.091 per m²","",""
"Summarecon Crown Gading","Summarecon Crown Gading, Harapan Indah, Bekasi, Jawa Barat","Rp","1,998 M","4","3","120 m²","Rp 18.500.000 per m²","",""
"Summarecon Crown Gading","Summarecon Crown Gading, Harapan Indah, Bekasi, Jawa Barat","Rp","4 M","4","4","249 m²","Rp 20.833.333 per m²","",""
"Jatimekar pondok gede","Kodau, Jatiasih, Bekasi, Jawa Barat","Rp","1,15 M","","","80 m²","Rp 10.952.381 per m²","",""
"pekayon","Pekayon Jaya, Bekasi, Jawa Barat","Rp","750 jt","2","1","68 m²","Rp 8.522.727 per m²","",""
"Mutiara Gading Timur","Bekasi Timur, Bekasi, Jawa Barat","Rp","585 jt","4","2","102 m²","Rp 7.312.500 per m²","",""
"Bekasi Timur","Bekasi Timur, Bekasi, Jawa Barat","Rp","645 jt","3","1","120 m²","Rp 10.750.000 per m²","",""
"Galaxy","Galaxy, Bekasi, Jawa Barat","Rp","750 jt","2","1","68 m²","Rp 8.522.727 per m²","",""
"kemang pratama","Kemang Pratama, Bekasi, Jawa Barat","Rp","2,6 M","5","5","350 m²","Rp 12.037.037 per m²","",""
"Rumah jl pangeran jayakarta Bekasi","Jl pangeran jayakarta, Medan Satria, Bekasi, Jawa Barat","Rp","640 jt","3","1","60 m²","Rp 6.808.511 per m²","",""
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","3 M","7","5","450 m²","Rp 5.424.955 per m²","",""
"99 Jl perjuangan KM 7 no 99","Jl perjuangan KM 7 no 99, Bekasi Utara, Bekasi, Jawa Barat","Rp","922 jt","3","1","50 m²","Rp 9.408.163 per m²","",""
"Ds Pahlawan setia Tarumajaya Bekasi","Jln Irigasi, Tarumajaya, Bekasi, Jawa Barat","Rp","168 jt","2","1","27 m²","Rp 2.800.000 per m²","",""
"Rumah dua lantai siap huni di Kranggan Cibubur","Kranggan Raya, Jatisampurna, Bekasi, Jawa Barat","Rp","1,198 M","4","3","84 m²","Rp 11.861.386 per m²","",""
"Jual rumah bagus di summarecon bekasi","Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,2 M","4","4","132 m²","Rp 17.460.317 per m²","",""
"Rumah murah hanya dp 10jt","Jati asih, pondok gede, jati kramat,pekayon, Galaxy, Bekasi, Jawa Barat","","555","2","1","43 m²","Rp 10 per m²","",""
"Dp 10jt dapat rumah 2 lantai free Bphtb ajb balik nama shm dekat jatiasih","Komsen, wibawamukti, pekayon, Jati Bening, Bekasi, Jawa Barat","","716","2","2","57 m²","Rp 10 per m²","",""
"Termurah Rumah LT. 74 m2 DP 10Jt di Jatiasih","jatiasih, pekayon, komsen, Galaxy, Bekasi, Jawa Barat","Rp","699 jt","2","2","57 m²","Rp 9.445.946 per m²","",""
"RUMAH 2LANTAI CUKUP BOOKING 5JT LANGSUNG AKAD","Jatiasih, Pekayon, Galaxy, Cikunir, Pekayon Jaya, Bekasi, Jawa Barat","","740","2","2","56 m²","Rp 11 per m²","",""
"Cluster minimalis full bata merah Dp hanya 10jt","Jatiasih, Bekasi, Jawa Barat","","555","2","1","46 m²","Rp 8 per m²","",""
"Rumah 2lantai hanya 600jtan dekat jatiasih","Jati asih, komsen, jatibening,jatikramat, Jati Bening, Bekasi, Jawa Barat","","679","2","2","57 m²","Rp 9 per m²","",""
"Green Jati kartika 2","wibawa mukti, Jatiasih, Bekasi, Jawa Barat","Rp","599 jt","2","1","50 m²","Rp 8.319.444 per m²","",""
"RUMAH CANTIK TAMAN RAHAYU 2","Jl. Taman Rahayu 2, Setu, Bekasi, Setu, Bekasi, Jawa Barat","Rp","690 jt","2","1","100 m²","Rp 6.388.889 per m²","",""
"Premier Estate 2","Jl Raya Kodau, Jati Warna, Bekasi, Jawa Barat","Rp","2,306 M","3","2","65 m²","Rp 27.452.381 per m²","",""
"PANORAMA BEKASI RESIDENCE","Satriajaya ,tambun utara, Bekasi, Bekasi, Jawa Barat","Rp","1 jt","3","1","36 m²","Rp 13.889 per m²","",""
"DIJUAL, Rumah 1Lt. Segara City Cluster Celtic Bekasi","Bekasi Utara, Bekasi, Jawa Barat","Rp","950 jt","2","1","52 m²","Rp 10.555.556 per m²","",""
"The Hills Residence","Jl Jibin Cikarageman Setu Kab Bekasi, Setu, Bekasi, Jawa Barat","","300","2","1","45 m²","Rp 5 per m²","",""
"Galaxy","Galaxy, Bekasi, Jawa Barat","Rp","750 jt","2","1","68 m²","Rp 8.522.727 per m²","",""
"Cuma 5jt Punya Rumah Langsung Huni Tidak Banjir 10 Menit Toll","jatiasih, Bekasi Selatan, Pondok Gede, Bekasi, Jatiasih, Bekasi, Jawa Barat","","600","2","2","53 m²","Rp 12 per m²","",""
"Greend Park","Greend Park, Jati Warna, Bekasi, Jawa Barat","Rp","1,4 M","3","2","130 m²","Rp 14.736.842 per m²","",""
"Rumah Minimalis Siap Huni Cluster Jatiasih","Parpostel, Jatiasih, Bekasi, Jawa Barat","Rp","870 jt","2","2","64 m²","Rp 9.666.667 per m²","",""
"Rumah 2 Lantai Murah Jatiasih","Jl Villa Jatirasa, Jatiasih, Bekasi, Jawa Barat","Rp","566 jt","2","2","49 m²","Rp 9.278.689 per m²","",""
"Rumah Mewah Klasik","Jl Randu, Bekasi Timur, Bekasi, Jawa Barat","Rp","1,25 M","3","3","90 m²","Rp 13.888.889 per m²","",""
"Perumahan Mewah Murah","Jl Randu, Bekasi Timur, Bekasi, Jawa Barat","Rp","1,3 M","3","3","90 m²","Rp 14.444.444 per m²","",""
"Puri Khatulistiwa 2","Pulo Timaha, Babelan, Bekasi, Jawa Barat","Rp","350 jt","2","1","36 m²","Rp 5.833.333 per m²","",""
"Pesona Lavatera 2","Jejalen, Tambun Utara, Bekasi, Jawa Barat","Rp","350 jt","2","1","36 m²","Rp 5.833.333 per m²","",""
"Rumah Modern Murah Dengan Desain Minimalis","Taman Rahayu, Setu, Bekasi, Jawa Barat","Rp","460 jt","2","1","36 m²","Rp 6.388.889 per m²","",""
"2 Bedrooms Rumah Babelan, Bekasi, Jawa Barat","Babelan, Bekasi, Jawa Barat","Rp","275 jt","2","1","36 m²","Rp 4.583.333 per m²","",""
"Babelan","Jln raya babelan, Babelan, Bekasi, Jawa Barat","Rp","295 jt","2","1","45 m²","Rp 4.214.286 per m²","",""
"Sukawangi","Jln sukawangi, Babelan, Bekasi, Jawa Barat","Rp","295 jt","2","1","45 m²","Rp 4.214.286 per m²","",""
"tambun utara bekasi","Tambun Utara, Bekasi, Jawa Barat","Rp","490,5 jt","2","1","36 m²","Rp 8.175.000 per m²","",""
"Sumber Jaya Tambun Bekasi","Tambun Selatan, Bekasi, Jawa Barat","Rp","429 jt","2","1","36 m²","","",""
"mansion hill tanah tinggi","tanah tinggi, Tarumajaya, Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","395 rb","2","1","36 m²","Rp 6.583 per m²","",""
"Rumah Murah Kwalitas Komersil Di pilar sukatani Cikarang utara","Cikarang Utara, Bekasi, Jawa Barat","Rp","168 jt","2","1","30 m²","Rp 2.800.000 per m²","",""
"Taruma jaya Jakarta Utara","Tarumajaya, Bekasi, Jawa Barat","Rp","455 jt","2","1","60 m²","","",""
"Cahaya Nusantara","Babelan, Bekasi, Jawa Barat","Rp","395 jt","2","1","36 m²","Rp 6.583.333 per m²","",""
"Pesona Verbena","Harapan Indah, Bekasi, Jawa Barat","Rp","435 jt","2","1","36 m²","Rp 7.250.000 per m²","",""
"Viscany","Babelan, Bekasi, Jawa Barat","Rp","430 jt","2","1","36 m²","Rp 7.166.667 per m²","",""
"Dijual Rumah Siap Huni Minimalis  Strategis Bebas banjir Di Jalan Utama Bekasi","Jalan mess all, Jaka Sampurna, Bekasi, Jawa Barat","Rp","968,663742 jt","2","1","52 m²","Rp 10.883.862 per m²","",""
"Rumah 2 Lantai Modal 2jt Sampai Akad","Jatiasih, Jatiasih, Bekasi, Jawa Barat","","574","2","2","50 m²","Rp 11 per m²","",""
"Rumah Siap Huni GreenTown3 Jatiasih 600jtan","Komsen parpostel wibawamukti, Jatiasih, Bekasi, Jawa Barat","","695","2","2","60 m²","Rp 11 per m²","",""
"Golden City","RT 001 RW 002 Jl. Kaliabang Raya, RT 001 RW 002 Kelurahan Teluk, Bekasi, Jawa Barat","Rp","899 jt","2","2","53 m²","Rp 14.983.333 per m²","",""
"Golden City","RT 001 RW 002 Jl. Kaliabang Raya, RT 001 RW 002 Kelurahan Teluk, Bekasi, Jawa Barat","Rp","899 jt","2","2","50 m²","Rp 14.983.333 per m²","",""
"Aulia Green Garden","Pedurenan Kecamatan Mustikajaya kota Bekasi, Mustikajaya, Bekasi, Jawa Barat","","500","2","1","45 m²","Rp 7 per m²","",""
"ADIFARA ASRI RESIDENCE","Jl. Sumber Jaya Tambun selatan Bekasi 081385509873, Tambun Selatan, Bekasi, Jawa Barat","Rp","633 jt","2","1","60 m²","Rp 8.115.385 per m²","",""
"adifara asri residence","Jl. Sumber Jaya, Tambun Selatan, Bekasi, Jawa Barat","Rp","517 jt","2","1","42 m²","Rp 6.893.333 per m²","",""
"DIJUAL RUMAH ELITE 2 LANTAI DI JALAN UTAMA BEKASI","Jalan mess al, Bekasi, Bekasi, Jawa Barat","Rp","1,187653954 M","3","2","77 m²","Rp 14.138.738 per m²","",""
"D Residence R","Jl Galaxy Mustikasari, Mustikajaya bekasi, Mustikajaya, Bekasi, Jawa Barat","","300","2","1","39 m²","Rp 7 per m²","",""
"Dijual Rumah Di Jatiasih","Jl. Wibawa Mukti II Gg. Diman RT 04/06 Jatisari, Jatiasih, Bekasi, Jawa Barat","Rp","400 jt","","","36 m²","Rp 6.666.667 per m²","",""
"Perumahan bintang metropol, dekat Summarecon Bekasi, Bekasi Utara, kota bekasi","Jalan Muchtar tabrani, Bekasi Utara, Bekasi, Jawa Barat","Rp","700 jt","2","1","70 m²","Rp 8.974.359 per m²","",""
"Perumahan Grand Permata Resident","Jln H. Musir Sriamur Tambun Utara, Tambun Utara, Bekasi, Jawa Barat","Rp","168 jt","2","1","29 m²","Rp 2.800.000 per m²","",""
"CitraGran",". Jl Raya Alternatif Cibubur, Cikeas Udik, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","4,5 M","3","3","398 m²","Rp 18.750.000 per m²","",""
"Green Ara Residence Harapan Indah","Green Ara Balsa, Harapan Indah, Bekasi, Jawa Barat","Rp","1,625 M","2","2","56 m²","Rp 9.078.212 per m²","",""
"Premier Estate 3","Jl. Raya Kranggan, Cibubur, Bekasi, Jawa Barat","Rp","1,849 M","3","2","84 m²","Rp 22.011.905 per m²","",""
"Taman Sentosa Cikarang","Jl. Sentosa Raya, Lemah Abang, Cibarusah, Bekasi, Jawa Barat","Rp","1,15 M","4","3","162 m²","Rp 8.098.592 per m²","",""
"Mansion Hill Karang Satria","Bekasi Timur, Bekasi, Jawa Barat","Rp","440 M","2","1","36 m²","Rp 7.333.333.333 per m²","",""
"Mansion Hill Tarumajaya","Tarumajaya, Bekasi, Jawa Barat","Rp","410 jt","2","1","36 m²","Rp 1.000 per m²","",""
"W O W Cuma 5JT Bisa Punya Rumah","Jatiasih,bekasi,Kota Bekasi,Bekasi Selatan,bekasi, Jatiasih, Bekasi, Jawa Barat","","698","2","2","53 m²","Rp 11 per m²","",""
"Rumah Di jual Tanpa DP  Cicilan 6 juta Bekasi","Jl. Wibawa Mukti, Bekasi Selatan, Bekasi, Jawa Barat","Rp","998,5 jt","2","1","48 m²","Rp 16.641.667 per m²","",""
"Cukup dengan 5jt Langsung Miliki Rumah Di Jatiasih","Jl wibawa mukti II, Jati Bening, Bekasi, Jawa Barat","","698","2","2","53 m²","Rp 11 per m²","",""
"TERLARIS Hunian Exclusive Rumah Baru 2lantai","Dekat Kota Cinema Mall Jatiasih, Pekayon Jaya, Bekasi, Jawa Barat","","700","2","2","57 m²","Rp 9 per m²","",""
"Dukuh Zamrud","Mustikajaya, Bekasi, Jawa Barat","Rp","700 jt","2","2","100 m²","Rp 5.882.353 per m²","",""
"Cluster Taman Sari Extention","Harapan Indah, Bekasi, Jawa Barat","Rp","1,8 M","6","3","160 m²","Rp 14.285.714 per m²","",""
"Komplek Basepco Kranji Rumah Siap Huni","Jl Basepco, Kranji, Bekasi, Jawa Barat","Rp","1,9 M","3","2","250 m²","Rp 4.611.650 per m²","",""
"Aurelia Residence","Ciledug, Setu, Bekasi, Jawa Barat","Rp","542,88 jt","2","1","45 m²","Rp 7.540.000 per m²","",""
"Jatiasih","Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","600 jt","2","2","60 m²","Rp 10.909.091 per m²","",""
"Jatiwaringin 2 lantai, jl jatiwaringin, Pondok Gede Bekasi","Jl Sma 5 bekasi, Jati Waringin, Bekasi, Jawa Barat","Rp","1,999 M","6","5","200 m²","Rp 14.278.571 per m²","",""
"amartha residence bekasi","jayasampurna, Kec. serang baru kab. bekasi, Serang Baru, Bekasi, Jawa Barat","Rp","426 jt","2","1","40 m²","Rp 7.100.000 per m²","",""
"Dijual Rumah Siap Huni Cluster Samata Harapan Indah","Samata Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,5 M","3","2","114 m²","Rp 13.157.895 per m²","",""
"Dijual Rumah Cantik Siap Huni di Cluster terdepan, Kota Harapan Indah Bekasi","Kota Harapan Indah Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","3,5 M","4","3","350 m²","Rp 14.583.333 per m²","",""
"Di jual Rumah 2 lantai di Taman Puspa, Harapan Indah. BEKASI","Taman Puspa, Harapan Indah. BEKASI, Tarumajaya, Bekasi, Jawa Barat","Rp","1,5 M","3","3","90 m²","Rp 16.666.667 per m²","",""
"Dijual rumah Bulevar Hijau Harapan Indah","Bulevar Hijau Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","1,3 M","3","2","80 m²","Rp 8.552.632 per m²","",""
"Dijual Rmh Perumahan Harapan Mulya Regency.  Cluster Cendana","Harapan Mulya Regency.  Cluster Cendana, Bekasi, Bekasi, Jawa Barat","Rp","580 jt","3","2","45 m²","Rp 6.236.559 per m²","",""
"Dijual Segera Rumah Cluster Aralia Harapan Indah","Cluster Aralia Harapan Indah, Harapan Indah, Bekasi, Jawa Barat","Rp","980 jt","2","1","112 m²","Rp 8.750.000 per m²","",""
"DIJUAL RUMAH CANTIK SEMI FURNISH DI CLUSTER LAVESH","cluster lavesh, Harapan Indah, Bekasi, Jawa Barat","Rp","1,4 M","4","2","120 m²","Rp 18.666.667 per m²","",""
"Dijual Rumah 2 lantai di Cluster Vasana Harapan Indah 2 Bekasi","Harapan Indah 2 Bekasi, Harapan Indah, Bekasi, Jawa Barat","Rp","1,64 M","3","3","126 m²","Rp 20.500.000 per m²","",""
"Di Jual Rumah Tinggal & Tempat Usaha (Toko), di pinggir jalan utama Kota Harapan Indah Bekasi.","Kota Harapan Indah Bekasi., Harapan Indah, Bekasi, Jawa Barat","Rp","2,7 M","5","3","300 m²","Rp 13.500.000 per m²","",""
"Dijual Rumah Duta Bumi Kota Harapan Indah Bekasi","Bekasi Barat, Bekasi, Jawa Barat","Rp","925 jt","2","3","80 m²","Rp 10.277.778 per m²","",""
"Dijual Rumah 3 Kamar Tidur di Grand Wisata Bekasi","Jl. Grand Wisata Bekasi, Tambun Selatan, Bekasi, Jawa Barat","Rp","1.300 M","3","2","144 m²","Rp 20.000.000.000 per m²","",""
"Dijual Rumah Boulevar Hijau Harapan Indah Bekasi","Harapan Indah Bekasi, Boulevard Hijau, Bekasi, Jawa Barat","Rp","975 jt","4","2","116 m²","Rp 10.833.333 per m²","",""
"adelia residence hunian konsep mezzanine tanpa DP","cibening, Setu, Bekasi, Jawa Barat","Rp","442 jt","2","1","36 m²","Rp 7.015.873 per m²","",""
"Rumah 1 lantai di perumahan elit di jati rangga bekasi","Jl Mess Al, Cibubur, Bekasi, Jawa Barat","Rp","800 jt","2","1","52 m²","Rp 8.888.889 per m²","",""
"Rumah dijual Rawalumbu bekasi","Jembatan 12, Rawalumbu, Bekasi, Jawa Barat","Rp","635 jt","2","1","48 m²","Rp 8.466.667 per m²","",""
"Jaticempaka","Jl. Camar VII Jaticempaka, Bekasi, Bekasi, Jawa Barat","Rp","2,3 M","4","3","162 m²","Rp 17.424.242 per m²","",""
"Rumah Persada Kemala termurah,
Beli harga tanah bonus bangunan","Jakasampurna, Jaka Permai, Bekasi, Jawa Barat","Rp","3,49 M","6","4","450 m²","Rp 5.208.955 per m²","",""
"Rumah cantik Sumarecon Bekasi","Bluebell, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,99 M","4","4","272 m²","Rp 12.510.460 per m²","",""
"Taman Sentosa Cikarang","Jl. Sentosa Raya, Lemah Abang, Cibarusah, Bekasi, Jawa Barat","Rp","2,5 M","4","3","350 m²","Rp 11.363.636 per m²","",""
"Palem Lestari","Jl. Raya Mess Al, Jatisampurna, Bekasi, Jawa Barat","Rp","1,136 M","3","3","77 m²","Rp 15.351.351 per m²","",""
"Mustikajaya","Mustikajaya, Bekasi, Jawa Barat","Rp","859 jt","3","2","53 m²","Rp 14.316.667 per m²","",""
"Rumah Murah Baru Full Renovasi Tridaya, Dekat Stasiun Tambun","Jl. Anggrek 9, Tridaya Sakti, Tambun ,Bekasi, Tambun Selatan, Bekasi, Jawa Barat","Rp","675 jt","3","2","60 m²","Rp 6.490.385 per m²","",""
"Dijual rumah subsidi rasa komersil lokasi strategis timur jakarta","Jl jaya mulya, Serang Baru, Bekasi, Jawa Barat","Rp","16,8 jt","2","1","25 m²","Rp 280.000 per m²","",""
"Dijual rumah subsidi rasa komersil  cicilan flat 1 juta","Jl jaya mulya, Serang Baru, Bekasi, Jawa Barat","Rp","16,8 jt","2","1","25 m²","Rp 280.000 per m²","",""
"Rumah Super Murah di Griya Asri , Tambun Selatan, Bekasi","Griya Asri, Tambun Selatan, Bekasi, Jawa Barat","Rp","260 jt","3","1","90 m²","Rp 2.363.636 per m²","",""
"Summarecon crown gading","Bekasi Utara, Bekasi, Jawa Barat","Rp","2,1 M","4","3","120 m²","Rp 20.192.308 per m²","",""
"Gracia Ayu Cibitung","Jl Sentra Ruko Selang, Wanasari, Cibitung, Bekasi, Jawa Barat","Rp","849,015 jt","3","2","83 m²","Rp 10.884.808 per m²","",""
"New Cluster 2 Lantai 700 Jtan Gratis Biaya Biaya","jatiasih, Jatiasih, Bekasi, Jawa Barat","","750","2","2","53 m²","Rp 12 per m²","",""
"HANYA 10 JT DAPAT RUMAH 2 LANTAI","jatiasih, Jatiasih, Bekasi, Jawa Barat","","699","2","2","57 m²","Rp 9 per m²","",""
"081287518486 : DP 5% free BPHTB AC 2 Unit Full Bata Merah di Pondokgede, Jatiwaringin, Bekasi selatan","jatiwaringin,pondokgede,bekasi selatan,bekasi, Jati Makmur, Bekasi, Jawa Barat","","900","2","2","65 m²","Rp 15 per m²","",""
"Dijual Cluster Marocco Grand Kota Bintang, Dijual Cluster Marocco Grand Kota Bintang","Jalan KH. Noer Ali, Jaka Sampurna, Bekasi, Jawa Barat","Rp","1,33866 M","3","2","75 m²","Rp 18.592.500 per m²","",""
"Cibubur Icon Residence",". Jl. Raya Pertamina B, Kranggan, Cibubur, Cibubur, Bekasi, Jawa Barat","Rp","995 jt","3","2","80 m²","Rp 12.594.937 per m²","",""
"Z Living Hunian Kekinian Free Swimming Pool di Grand Wisata","Grand WIsata, Grand Wisata, Bekasi, Jawa Barat","Rp","2,800884651 M","5","4","125 m²","Rp 20.006.319 per m²","",""
"Srimaya Residence Bekasi By Summarecon","Jalan Narogong Bekasi, Narogong, Bekasi, Jawa Barat","Rp","425,13 jt","2","1","30 m²","Rp 7.085.500 per m²","",""
"Perumahan BJI","Jl. K.H. Agus Salim, Bekasi Jaya, Bekasi, Bekasi Jaya, Bekasi, Jawa Barat","Rp","550 jt","3","2","120 m²","Rp 9.166.667 per m²","",""
"Rumah Strategis dekat Harapan Indah Bekasi. Babelan","Jl. Pertamina, Babelan, Bekasi, Jawa Barat","Rp","375 jt","2","1","36 m²","Rp 6.250.000 per m²","",""
"Rumah Baru Cluster Regia 2 Lantai Summarecon Crown Gading Tarumajaya Bekasi Jawa Barat","Setia Asih, Kec. Tarumajaya, Kab. Bekasi, Babelan, Bekasi, Jawa Barat","Rp","956,82 jt","2","2","50 m²","Rp 17.396.727 per m²","",""
"Mutiara Gading City","Bekasi, Bekasi, Jawa Barat","Rp","500 jt","3","1","42 m²","Rp 6.944.444 per m²","",""
"Bekasi","Bekasi, Bekasi, Jawa Barat","Rp","430 jt","3","1","37 m²","Rp 7.166.667 per m²","",""
