"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Hunian Ready stok Konsep Clasic mewah di Depok Cilodong","Jl hj kocen Depok, Sukma Jaya, Depok, Jawa Barat","Rp","980 jt","3","2","100 m²","Rp 10.315.789 per m²","",""
"Jual Rumah Strategis Di Permata Depok Regency Harga All In Siap KPR DP Ringan","Permata Depok Regency, Cipayung, Depok, Jawa Barat","Rp","660 jt","2","1","50 m²","Rp 9.565.217 per m²","",""
"Jual Rumah Siap Huni Strategis Di Pamulang Estate Dekat Cinere Harga All In Siap KPR","Pamulang Estate, Cinere, Depok, Jawa Barat","Rp","1,2 M","2","2","77 m²","Rp 10.000.000 per m²","",""
"Jual Rumah Siap Huni di Diamond Golden Cinere Depok Harga All In Bisa Nego Siap KPR","Diamond Golden Cinere, Limo, Depok, Jawa Barat","Rp","999 jt","3","3","75 m²","Rp 10.406.250 per m²","",""
"Jual Rumah Siap Huni Strategis di Perumahan Depok Country Harga All In Siap KPR","Perumahan Depok Country, Cipayung, Depok, Jawa Barat","Rp","810 jt","2","1","45 m²","Rp 9.642.857 per m²","",""
"Jual Rumah Seken Terawat di Perum Taman Bojongsari Depok Harga All In Siap KPR","Perumahan Taman Bojongsari, Bojongsari, Depok, Jawa Barat","Rp","1,26 M","3","2","95 m²","Rp 7.682.927 per m²","",""
"Jual Rumah Seken Terawat di The Orchid Green Park Dekat Citayam Harga All In Siap KPR DP Ringan","The Orchid Green Park, Citayam, Depok, Jawa Barat","Rp","660 jt","2","1","50 m²","Rp 8.048.780 per m²","",""
"Jual Rumah Strategis Dekat Pancoran Mas Harga All In Siap KPR DP Ringan","Permata Depok Regency, Pancoran Mas, Depok, Jawa Barat","Rp","660 jt","2","1","50 m²","Rp 9.565.217 per m²","",""
"Jual Rumah Siap Huni Strategis di Perum Permata Cimanggis Harga All In Siap KPR","Perumahan Permata Cimanggis, Tapos, Depok, Jawa Barat","Rp","840 jt","2","1","48 m²","Rp 10.000.000 per m²","",""
"Jual Rumah Siap Huni Strategis Dekat Citayam Depok Harga All In Siap KPR DP Ringan","Perum Puri Kencana, Citayam, Depok, Jawa Barat","Rp","650 jt","2","1","53 m²","Rp 7.386.364 per m²","",""
"Jual Rumah Siap Huni Strategis di Grand Depok City Harga All In Bisa Nego Siap KPR","Grand Depok City Cluster Acacia, Sukma Jaya, Depok, Jawa Barat","Rp","1,08 M","2","1","70 m²","Rp 12.000.000 per m²","",""
"Jual Rumah Unit Pojokan Luas Bebas Banjir Strategis Dekat Limo Harga All In Siap KPR","The Akasia Terrace, Limo, Depok, Jawa Barat","Rp","1,35 M","3","3","100 m²","Rp 10.975.610 per m²","",""
"Jual Rumah Minimalis Bebas Banjir Strategis Dekat Citayam Depok Harga All In Siap KPR","Perumahan Depok Country, Citayam, Depok, Jawa Barat","Rp","810 jt","2","1","45 m²","Rp 9.642.857 per m²","",""
"Jual Cepat Rumah Siap Huni Strategis Dekat Margonda Harga All In Nego Bisa KPR","Margonda, Depok, Jawa Barat","Rp","1,02 M","3","2","140 m²","Rp 8.500.000 per m²","",""
"Jual Rumah Siap Huni Di Bella Casa Residence Dekat Margonda Depok Harga All In Siap KPR","Bella Casa Residence, Margonda, Depok, Jawa Barat","Rp","2,04 M","3","3","115 m²","Rp 13.600.000 per m²","",""
"Jual Cepat Rumah Siap Huni Bebas Banjir Dekat Pancoran Mas Biaya All In Bisa KPR","Pancoran Mas, Depok, Jawa Barat","Rp","2,04 M","3","3","115 m²","Rp 13.600.000 per m²","",""
"Jual Rumah Bebas Banjir Di Perumahan Permata Puri Laguna Harga All In Siap KPR","Perumahan Permata Puri Laguna, Cimanggis, Depok, Jawa Barat","Rp","2,999 M","4","4","150 m²","Rp 12.926.724 per m²","",""
"Jual Rumah Bebas Banjir Di Bella Casa Residence Dekat Beji Depok Biaya All In Nego Siap KPR","Beji, Depok, Jawa Barat","Rp","2,04 M","3","3","115 m²","Rp 13.600.000 per m²","",""
"Jual Rumah Minimalis Strategis di Perum Cendana Green Village Dekat Bojongsari Harga All In Siap KPR","Perumahan Cendana Green Village, Bojongsari, Depok, Jawa Barat","Rp","530 jt","2","1","36 m²","Rp 7.571.429 per m²","",""
"Jual Rumah Siap Huni Strategis di Cinangka Garden Hill Harga All In Bisa Nego Siap KPR","Cinangka Garden Hill, Sawangan, Depok, Jawa Barat","Rp","1,32 M","3","2","160 m²","Rp 14.666.667 per m²","",""
"Jual Rumah Siap Huni Bebas Banjir Strategis Dekat Beji Harga All In Bisa Nego Siap KPR","Margo Residence 1, Beji, Depok, Jawa Barat","Rp","900 jt","2","2","45 m²","Rp 10.000.000 per m²","",""
"Jual Rumah Seken Terawat Strategis Dekat Pancoran Mas Harga All In Bisa Nego Siap KPR","Grand Depok City Cluster Acacia, Pancoran Mas, Depok, Jawa Barat","Rp","1,08 M","2","1","70 m²","Rp 12.000.000 per m²","",""
"Jual Rumah Siap Huni Strategis Di Bella Casa Residence Harga All In Siap KPR","Bella Casa Residence, Sukma Jaya, Depok, Jawa Barat","Rp","2,04 M","3","3","115 m²","Rp 13.600.000 per m²","",""
"Jual Rumah Nego di Depok Bumi Kemang Indah Siap Huni Harga All in KPR Bebas Banjir","Tapos, Depok, Jawa Barat","Rp","870 jt","3","2","90 m²","Rp 7.310.924 per m²","",""
"Jual Cepat Rumah Siap Huni Strategis Dekat Cipayung Depok Harga All In Siap KPR","Perum Hankam, Jl.Asri, Cipayung, Depok, Jawa Barat","Rp","840 jt","3","4","180 m²","Rp 9.333.333 per m²","",""
"Jual Rumah Seken 2 Lantai Siap Huni Harga All In Bisa KPR Dekat Sawangan Depok","Sawangan, Depok, Jawa Barat","Rp","1,58 M","3","3","120 m²","Rp 10.259.740 per m²","",""
"Jual Rumah Asri Strategis di Perum Tamansari Puribali Dekat Sawangan Harga All In Siap KPR","Perum Tamansari Puribali Cluster Bedugul, Sawangan, Depok, Jawa Barat","Rp","780 jt","2","1","42 m²","Rp 10.833.333 per m²","",""
"Jual Rumah Siap Huni Di Tamansari Puri Bali Dekat Sawangan Harga All In Siap KPR","Tamansari Puri Bali, Sawangan, Depok, Jawa Barat","Rp","1,1 M","4","2","110 m²","Rp 6.918.239 per m²","",""
"Jual Rumah Siap Huni di Andara Village Strategis Harga Nego Biaya All In Siap KPR","Andara Village, Cinere, Depok, Jawa Barat","Rp","2,52 M","5","3","200 m²","Rp 16.800.000 per m²","",""
"Jual Cepat Rumah Luas 2 Lantai di Limo Residence Siap Huni Harga Nego Biaya All In Siap KPR","Limo, Depok, Jawa Barat","Rp","1,41 M","3","3","180 m²","Rp 12.589.286 per m²","",""
"Jual Rumah Seken Terawat Strategis Dekat Cimanggis Harga Nego Biaya All In Siap KPR","Perumahan Permata Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","840 jt","2","1","48 m²","Rp 10.000.000 per m²","",""
"Jual Rumah Asri Strategis di Perum Tamansari Puribali Dekat Limo Bebas Banjir Harga All In Siap KPR","Perum Tamansari Puribali Cluster Bedugul, Limo, Depok, Jawa Barat","Rp","780 jt","2","1","42 m²","Rp 10.833.333 per m²","",""
"4. Rumah Bata Merah Ready Stock 2'5 Lantai Harga Perdana, lokasi Cimanggis - Cibubur","Jl. Nakula Cibubur, Cimanggis, Depok, Jawa Barat","Rp","1,1 M","2","3","70 m²","Rp 13.253.012 per m²","",""
"Jual Rumah Siap Huni Strategis Di Permata Mansion Dekat Cinere Depok Harga All In Siap KPR","Permata Mansion Cluster Crystal, Cinere, Depok, Jawa Barat","Rp","1,2 M","2","1","43 m²","Rp 9.230.769 per m²","",""
"Jual Rumah Minimalis Siap Huni Di Batu Putih Residence Cibubur Harga All In Siap KPR","Batu Putih Residence Cibubur, Cimanggis, Depok, Jawa Barat","Rp","2,04 M","3","2","121 m²","Rp 15.692.308 per m²","",""
"Dijual Rumah Luas Unit Pojokan di The Akasia Terrace Siap Huni Harga All In Siap KPR","Bojongsari, Depok, Jawa Barat","Rp","1,35 M","3","3","100 m²","Rp 10.975.610 per m²","",""
"huniaan tanpa dp di kota depok","jl.kav bri grend depok city, Cilodong, Depok, Jawa Barat","Rp","735 jt","2","1","50 m²","Rp 9.800.000 per m²","",""
"hunian tanpa dp","jl.kav bri grand depok city, Cilodong, Depok, Jawa Barat","Rp","735 jt","2","1","50 m²","Rp 9.800.000 per m²","",""
"rumah tanpa dp","jl.kav bri grend depok city, Cilodong, Depok, Jawa Barat","Rp","735 jt","2","1","50 m²","Rp 9.800.000 per m²","",""
"Medina residence new cluster","Pancoran Mas, Depok, Jawa Barat","Rp","450 jt","2","1","48 m²","Rp 7.377.049 per m²","",""
"New Medina residence sawangan depok","Beji, Depok, Jawa Barat","Rp","450 jt","2","2","48 m²","Rp 7.377.049 per m²","",""
"Rumah Model Bali Lokasi Dekat Pntu Tol Cibubur dan Stasiun LRT Free All In Biaya Dan Potongan Harga","Jalan Terusan mandiri4, Harjamukti, Depok, Jawa Barat","Rp","895 jt","3","2","69 m²","Rp 12.094.595 per m²","",""
"NEW LAVISTA HUNIAN TANPA DP","JL.MADRASAH CILODONG DEPOK, Cilodong, Depok, Jawa Barat","Rp","915,00006 jt","3","3","80 m²","Rp 11.730.770 per m²","",""
"new lavista 2 residnce","jl.madrasah cilodong depok, Cilodong, Depok, Jawa Barat","Rp","915 jt","3","3","80 m²","Rp 12.200.000 per m²","",""
"qonita naraya 2 residence","jl. kav bri grand depok, Cilodong, Depok, Jawa Barat","Rp","735 jt","2","1","50 m²","Rp 9.423.077 per m²","",""
"new lavista 2 residence","jl.madrasah cilodng depok, Cilodong, Depok, Jawa Barat","Rp","915 jt","3","3","80 m²","Rp 13.071.429 per m²","",""
"qonita nayara 2 residence","jl.kav tni al gran depok city, Cilodong, Depok, Jawa Barat","Rp","985 jt","3","3","80 m²","Rp 12.628.205 per m²","",""
"new lavista 2 residence","jl.madrasah cilodong depok, Cilodong, Depok, Jawa Barat","Rp","915 jt","3","3","80 m²","Rp 11.730.769 per m²","",""
"nomera 2 residence","jl.grand depok citty, Cilodong, Depok, Jawa Barat","Rp","735 jt","2","1","50 m²","Rp 10.208.333 per m²","",""
"Royal residen pondok cabe","Jalan cinangka raya, Cinere, Depok, Jawa Barat","Rp","1 M","3","3","110 m²","Rp 9.523.810 per m²","",""
"Jual Rumah Seken Terawat Strategis Dekat Cilodong Harga Nego Biaya All In Siap KPR","Komplek Omma Indah l, Cilodong, Depok, Jawa Barat","Rp","1,02 M","3","2","140 m²","Rp 8.500.000 per m²","",""
"Dijual Rumah kos aktif (running bisnis) sebelah kampus UI","Beji, Depok, Jawa Barat","Rp","2,5 M","10","4","300 m²","Rp 14.285.714 per m²","",""
"Di Jual Rumah Cluster yang nyaman dan siap huni","Sawangan, Depok, Jawa Barat","Rp","1,7 M","3","3","140 m²","Rp 6.800.000 per m²","",""
"Rumah Brand New Furnished Design Artistik dalam Komplek Ternama di Cinere","Cinere, Depok, Jawa Barat","Rp","4,6 M","4","3","225 m²","Rp 23.589.744 per m²","",""
"Rumah Baru Cantik 2 Lantai Modern Minimalis di Cinere","Cinere, Depok, Jawa Barat","Rp","2,5 M","4","3","178 m²","Rp 20.833.333 per m²","",""
"Rumah 1 Lantai Hanya 2 Km dr Tol Cibubur","Jl.Terusan Mandiri 4 Harjamukti, Harjamukti, Depok, Jawa Barat","Rp","790 jt","2","1","42 m²","Rp 10.972.222 per m²","",""
"Rumah 2 Lantai Luas dan Asri di Cinere Dekat Tol Desari","Gandul, Depok, Jawa Barat","Rp","8,25 M","5","5","416 m²","Rp 10.686.528 per m²","",""
"Rumah Ready Terlaris Lokasi Strategis, Dekat Jalan Utama, Legalitas SHM di Citayam","jln raya. pasir angin nanggerang citayam, Citayam, Depok, Jawa Barat","Rp","235 jt","2","1","36 m²","Rp 3.916.667 per m²","",""
"RUMAH SATU LANTAI DENGAN DESIGN TROPIS DI CIMANGGIS HANYA 2KM KE PINTU TOL","Jl. Bungur, Harjamukti, Cimanggis Depok, Cimanggis, Depok, Jawa Barat","Rp","892,440212 jt","2","1","42 m²","Rp 13.124.121 per m²","",""
"Rumah di jual lokasi strategis dekat kampus UI jalan raya dan tol di beji","Beji, Depok, Jawa Barat","Rp","1,495 M","4","3","130 m²","Rp 15.255.102 per m²","",""
"Rumah mewah di Beji tanah baru di apit 2 pintu tol","Tanah baru, Beji, Depok, Jawa Barat","Rp","1,495 M","3","3","130 m²","Rp 15.736.842 per m²","",""
"Ardena Residence Depok","jl.Arwana Raya, Pancoran Mas, Depok, Jawa Barat","Rp","1,1 M","3","2","80 m²","Rp 13.750.000 per m²","",""
"Kausar Premier, Rumah 2 Lantai di Cimanggis Dekat LRT dan Tol Cibubur Bebas Banjir","Jl Bungur 2, Cimanggis, Depok, Jawa Barat","Rp","1,18033525 M","2","3","70 m²","Rp 14.394.332 per m²","",""
"Trevista Hills 2 lantai Minimalis Modern","JL Pondok Petir Raya, Bojongsari, Depok, Jawa Barat","Rp","1,137 M","3","2","75 m²","Rp 13.535.714 per m²","",""
"Trevista Hills 1 lantai Ready Stok","JL Pondok Petir Raya, Bojongsari, Depok, Jawa Barat","Rp","852,625 jt","2","1","45 m²","Rp 10.150.298 per m²","",""
"Rumah 2 lantai Margonda Depok","Jln.Kelurahan Kukusan, Beji, Depok, Jawa Barat","Rp","700 jt","2","2","45 m²","Rp 17.073.171 per m²","",""
"Medina residence sawangan depok","Sawangan, Depok, Jawa Barat","Rp","450 jt","2","1","48 m²","Rp 7.377.049 per m²","",""
"SAVIA PREMIER TOWNHOUSE EXCLUSIVE DENGAN 4 KAMAR TIDUR","Jl. RayaPutri Tunggal, Cimanggis, Depok, Jawa Barat","Rp","1,7404625 M","4","3","100 m²","Rp 22.313.622 per m²","",""
"Sawangan, Depok","Sawangan, Depok, Jawa Barat","Rp","680,5 jt","2","1","45 m²","Rp 8.724.359 per m²","",""
"Dijual Rumah Minimalis Asri Siap Huni Harga All In Dekat Pancoran Mas Depok Siap KPR","Pancoran Mas, Depok, Jawa Barat","Rp","1,2 M","3","2","124 m²","Rp 9.160.305 per m²","",""
"Rumah Seken Terawat Dekat Limo Depok Harga All In Bisa Nego Siap KPR Bebas Banjir","Jalan Sawo, Limo, Depok, Jawa Barat","Rp","870 jt","3","1","140 m²","Rp 6.641.221 per m²","",""
"Jual Cepat Rumah Bebas Banjir Dekat Sukmajaya Depok Siap Huni Harga All In Bisa KPR","Sukma Jaya, Depok, Jawa Barat","Rp","899 jt","2","1","60 m²","Rp 8.561.905 per m²","",""
"Dijual Rumah Mewah 2 Lantai DP 0% di cimanggis depok","Jalan raya pekapuran, Cimanggis, Depok, Jawa Barat","Rp","827 jt","3","2","61 m²","Rp 11.486.111 per m²","",""
"Rumah mewah Di depok Dua Promo DP 0%","Jalan Merdeka, Sukma Jaya, Depok, Jawa Barat","Rp","836 jt","3","2","61 m²","Rp 10.450.000 per m²","",""
"Rumah murah DP cuma 1. 7 juta aja","Jalan pekapuran raya, Cimanggis, Depok, Jawa Barat","Rp","827 jt","3","2","61 m²","Rp 11.026.667 per m²","",""
"Pasir Putih. Sawangan","Sawangan, Depok, Jawa Barat","Rp","390 jt","2","1","45 m²","Rp 6.500.000 per m²","",""
"Taman Serua",". Jl. Raya Serua, Bojongsari, Depok, Jawa Barat","Rp","560 jt","2","1","53 m²","Rp 7.000.000 per m²","",""
"SISA 2 UNIT! Cluster di Pusat Kota Cibinong Dekat KRL DP 15Juta Free Biaya-Biaya!","Cimanggis, Depok, Jawa Barat","Rp","475 jt","2","1","45 m²","Rp 7.089.552 per m²","",""
"Jual Cepat Rumah Seken 2 Lantai di Depok Harga All In Bisa Nego Siap KPR","Jl. Perum. Depok Maharaja, Sawangan, Depok, Jawa Barat","Rp","1,2 M","3","3","100 m²","Rp 10.000.000 per m²","",""
"Jual Rumah Siap Huni Strategis Di Permata Mansion Harga All In Siap KPR","Permata Mansion Cluster Crystal, Bojongsari, Depok, Jawa Barat","Rp","1,2 M","2","1","43 m²","Rp 9.230.769 per m²","",""
"Rumah 2 Lantai Ready Stock Harga 800 Jutaan 2 km dr tol cijago","Jl Belong, Cimanggis, Depok, Jawa Barat","Rp","875 jt","3","2","69 m²","Rp 12.500.000 per m²","",""
"Sutra sawangan","Sawangan, Depok, Jawa Barat","Rp","1,2 M","2","2","75 m²","Rp 14.285.714 per m²","",""
"Jual Rumah Siap Huni Strategis Di Palm Residence Dekat Cinere Harga All In Siap KPR","Perumahan Palm Residence, Cinere, Depok, Jawa Barat","Rp","699 jt","2","1","43 m²","Rp 9.708.333 per m²","",""
"Jual Rumah Minimalis di Pahlawan Residence Sawangan Harga All In Nego Bisa KPR","Sawangan, Depok, Jawa Barat","Rp","1,56 M","3","2","90 m²","Rp 14.311.927 per m²","",""
"CILODONG - RUMAH CLUSTER SIAP HUNI, 3 JUTA ALL IN.","Info & Survey : FITRI HATTA WA.  0812.8003.0500, Cimanggis, Depok, Jawa Barat","Rp","650 jt","2","1","38 m²","Rp 10.833.333 per m²","",""
"HUNIAN DP 0% Cicilan Flat Sampai Lunas ! Haneen Residence Depok","Jalan Haji Kocen, Cilodong, Depok, Jawa Barat","Rp","1,3 M","4","3","145 m²","Rp 11.016.949 per m²","",""
"RUMAH 2 LANTAI DI DEPOK GAYA KLASIK FREE BIAYA TINGGAL PINDAHAN","Jalan Raya Abdul Ghani, Cilodong, Depok, Jawa Barat","Rp","850 jt","3","2","90 m²","Rp 10.000.000 per m²","",""
"Beli Rumah 2 Lantai di Depok Free Biaya, Proses gagal uang kembali","Jalan Haji Kocen, Cilodong, Depok, Jawa Barat","Rp","880 jt","3","2","80 m²","Rp 12.571.429 per m²","",""
"Rumah di Depok Skema Promo Angsuran 3, 7 Juta DP 0%","Jalan Haji Kocen, Cilodong, Depok, Jawa Barat","Rp","650 jt","2","1","48 m²","Rp 8.666.667 per m²","",""
"Pancoran mas Depok","Pancoran Mas, Depok, Jawa Barat","Rp","950 jt","3","3","88 m²","Rp 9.693.878 per m²","",""
"Grand Depok City - Cluster Puri Insani 2","Jl. Kartini, Sukmajaya, Depok, Jawa Barat","Rp","980 jt","3","3","70 m²","Rp 11.264.368 per m²","",""
"RUMAH MEWAH DENGAN LEGALITAS CLEAR SHM, IMB, PBB PECAH PERUNIT","Jl.Mandiri Kampung Artis Cibubur, Cimanggis, Depok, Jawa Barat","Rp","1,5262 M","3","2","90 m²","Rp 16.957.778 per m²","",""
"RUMAH CLUSTER DI SAWANGAN DEPOK, DP 10 JUTA ALL IN","Jl. Pasir putih, sawangan, depok, Sawangan, Depok, Jawa Barat","Rp","395 jt","2","1","42 m²","Rp 7.452.830 per m²","",""
"Cimanggis","Cimanggis depok, Cimanggis, Depok, Jawa Barat","Rp","1,4 M","4","2","288 m²","Rp 8.588.957 per m²","",""
"Silaturahim Residence Cibubur","Jl.silaturahim cibubur, Cimanggis, Depok, Jawa Barat","","590","3","2","87 m²","Rp 7 per m²","",""
"Rumah Cluster Eksklusif di Citayam Cicilan 3 Jutaan","Citayam Green Park, Citayam, Depok, Jawa Barat","Rp","450 jt","2","1","36 m²","Rp 4.687.500 per m²","",""
"Rumah 2 Lantai di Cimanggis Depok Bebas Banjir Dekat LRT, Tol Cibubur","Jl Mandiri, Cimanggis, Depok, Jawa Barat","Rp","1,58596 M","3","2","90 m²","Rp 16.520.417 per m²","",""
"Jual Rumah Siap Huni Bebas Banjir Di Rose Garden Depok Harga All In Bisa KPR","Rose Garden Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","899 jt","2","1","60 m²","Rp 8.561.905 per m²","",""
"Cilodong Kalimulya Depok","Jln Raya Kalimulya Cilodong Depok, Cilodong, Depok, Jawa Barat","Rp","790 jt","3","2","85 m²","Rp 12.153.846 per m²","",""
"Rumah dua lantai Universitas Indonesia","Jln Kelurahan Kukusan, Beji, Depok, Jawa Barat","Rp","700 jt","2","2","45 m²","Rp 17.073.171 per m²","",""
"Rumah 2 lantai bernuansa Bali tapi di Depok?","Jl. Bhakti Abri, Sukamaju Baru, Kec. Tapos, Tapos, Depok, Jawa Barat","Rp","700 jt","3","2","50 m²","Rp 11.666.667 per m²","",""
"Cluster 2lantai di universitas indonesia","Jl margonda, Tanah Baru, Depok, Jawa Barat","Rp","846 M","3","2","61 m²","Rp 13.015.384.615 per m²","",""
"Jual Cepat Nego Rumah Siap Huni di Perumahan Sawo Griya Kencana Depok Biaya All In KPR","Limo, Depok, Jawa Barat","Rp","1,08 M","3","2","80 m²","Rp 12.857.143 per m²","",""
"Pamulang","Bojongsari, Depok, Jawa Barat","Rp","435 jt","2","1","50 m²","Rp 7.250.000 per m²","",""
"Jual Rumah Minimalis Siap Huni di Perum Taman Jasmine Mas Harga Nego Biaya All In Siap KPR","Perumahan Taman Jasmine Mas, Sawangan, Depok, Jawa Barat","Rp","900 jt","3","1","81 m²","Rp 11.111.111 per m²","",""
"Taman Bojong Sari",". Jl. Pondok Petir, Pondok Petir, Depok, Bojongsari, Depok, Jawa Barat","Rp","625 jt","3","2","65 m²","Rp 9.469.697 per m²","",""
"RUMAH BARU DESIGN TROPIS DI CIMANGGIS DENGAN FASILITAS PREMIUM","Jl. Bungur, Harjamukti Cimanggis Depok, Cimanggis, Depok, Jawa Barat","Rp","1,18886094 M","2","2","70 m²","Rp 14.323.626 per m²","",""
"Jual Rumah Strategis Bebas Banjir di Perum Depok Maharaja Harga All In Bisa Nego Siap KPR","Jl. Perum. Depok Maharaja, Beji, Depok, Jawa Barat","Rp","1,2 M","3","3","100 m²","Rp 10.000.000 per m²","",""
"Jual Rumah Seken Terawat Siap Huni di Griya Melati Mas Depok Harga All In Siap KPR","Griya Melati Mas, Cilodong, Depok, Jawa Barat","Rp","780 jt","3","1","68 m²","Rp 7.959.184 per m²","",""
"Jual Rumah Seken Terawat Di Juanda Green Residence Bebas Banjir Harga All In Siap KPR","Juanda Green Residence, Sukma Jaya, Depok, Jawa Barat","Rp","1,66 M","3","3","140 m²","Rp 14.690.265 per m²","",""
"Jual Rumah Siap Huni Di Juanda Green Residence Dekat Margonda Harga All In Siap KPR","Juanda Green Residence, Margonda, Depok, Jawa Barat","Rp","1,66 M","3","3","140 m²","Rp 14.690.265 per m²","",""
"Jual Rumah di Tamansari Puribali Depok Siap Huni Harga Nego Biaya All In Siap KPR","Tamansari Puribali, Bojongsari, Depok, Jawa Barat","Rp","2,16 M","2","1","60 m²","Rp 14.210.526 per m²","",""
"Jual Cepat Rumah Seken Terawat Strategis Dekat Cipayung Depok Harga All In Siap KPR","Griya Melati Mas, Cipayung, Depok, Jawa Barat","Rp","780 jt","3","1","68 m²","Rp 7.959.184 per m²","",""
"Jual Rumah Strategis di Tamansari Puribali Dekat Limo Depok Harga All In Siap KPR","Tamansari Puribali, Limo, Depok, Jawa Barat","Rp","2,16 M","2","1","60 m²","Rp 14.210.526 per m²","",""
"Jual Rumah Seken Terawat Strategis Di Victoria Hills Residence Harga All In Siap KPR","Victoria Hills Residence, Pancoran Mas, Depok, Jawa Barat","Rp","1,5 M","3","3","88 m²","Rp 17.857.143 per m²","",""
"Jual Rumah Unit Pojok Strategis Dekat Sukma Jaya Depok Harga All In Siap KPR","Griya Melati Mas, Sukma Jaya, Depok, Jawa Barat","Rp","780 jt","3","1","68 m²","Rp 7.959.184 per m²","",""
"Jual Rumah Strategis di Tamansari Puribali Dekat Sawangan Harga All In Siap KPR","Tamansari Puribali, Sawangan, Depok, Jawa Barat","Rp","2,16 M","2","1","60 m²","Rp 14.210.526 per m²","",""
