"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","hidden-sm","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"RUMAH BARU 900JT-AN DI JATIWARINGIN","KAPAN LAGI BANYAK PROMO NYA, Cawang, Jakarta Timur, DKI Jakarta","Rp","920 jt","4","3","85 m²","Hubungi","Rp 7.931.034 per m²","",""
"Rumah siap huni dekat ke jatimakmur","Jatibening, Jatiwaringin, Jakarta Timur, DKI Jakarta","Rp","685 jt","2","1","45 m²","Hubungi","Rp 9.013.158 per m²","",""
"Rumah Permata Buana Brand New 4 Lantai","Permata Buana, Permata Buana, Jakarta Barat, DKI Jakarta","Rp","6 M","5","3","320 m²","Hubungi","Rp 50.000.000 per m²","",""
"Perdana di jatiwaringin","jatiwaringin , jakarta timur, Pondok Kelapa, Jakarta Timur, DKI Jakarta","Rp","920 jt","4","3","65 m²","Hubungi","Rp 10.823.529 per m²","",""
"Rumah BARU Perdana 900jt-an Unit terbatas","FREE BPHTB  FREE 2 UNIT AC   FREE KITCHEN SET, Pondok Bambu, Jakarta Timur, DKI Jakarta","Rp","920 jt","4","3","65 m²","Hubungi","Rp 10.823.529 per m²","",""
"TERBARU 900JT-AN PROMO MELIMPAH","BEBAS BANJIR  SURVEI SEKARANG, Jatiwaringin, Jakarta Timur, DKI Jakarta","Rp","920 jt","4","3","85 m²","Hubungi","Rp 7.931.034 per m²","",""
"Murah 900JT-AN jatiwaringin","FREE BPHTB  FREE 2 UNIT AC FREE KITCHEN SET, Jatiwaringin, Jakarta Timur, DKI Jakarta","Rp","920 jt","4","3","65 m²","Hubungi","Rp 10.823.529 per m²","",""
"RUMAH MEWAH 2 LANTAI  LOKASI STRATEGIS","BEBAS BANJIR HARGA TERJANGKAU, Halim, Jakarta Timur, DKI Jakarta","Rp","1,2 M","3","2","93 m²","Hubungi","Rp 17.142.857 per m²","",""
"Rumah Subsidi di Cileungsi Bogor","Cijantung, Jakarta Timur, DKI Jakarta","Rp","168 jt","2","1","29 m²","Hubungi","Rp 2.800.000 per m²","",""
"FONTANA LAKE RESIDENCE","JL Ciuncal, Ciracas, Jakarta Timur, DKI Jakarta","Rp","168 jt","2","1","30 m²","Hubungi","Rp 2.800.000 per m²","",""
"Perumahan Subsidi Klapa Indah Cileungsi","Tanah Abang, Jakarta Pusat, DKI Jakarta","Rp","168 jt","2","1","30 m²","Hubungi","Rp 2.800.000 per m²","",""
"Fontana Lake Premium","Tanjung Barat, Jakarta Selatan, DKI Jakarta","Rp","27,2 jt","2","1","40 m²","Hubungi","Rp 377.778 per m²","",""
"Jagakarsa Jakarta Selatan","Jagakarsa Cilandak Jakarta Selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","4,8 M","5","5","240 m²","Hubungi","Rp 24.615.385 per m²","",""
"Mampang Buncit Jakarta Selatan","Mampang Raya Jakarta Selatan, Mampang Prapatan, Jakarta Selatan, DKI Jakarta","Rp","11,25 M","6","7","607 m²","Hubungi","Rp 45.546.559 per m²","",""
"Rumah Mewah Jagakarsa","Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","4,8 M","5","5","295 m²","Hubungi","Rp 24.615.385 per m²","",""
"Rumah 3 Lantai Minimalis Puri Kencana Dijual Lt, 216m2 Bebas Banjir","Puri Indah, Jakarta Barat, DKI Jakarta","Rp","7,9 M","4","3","350 m²","Hubungi","Rp 36.574.074 per m²","",""
"lebak bulus","taman sari, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","4 M","4","3","150 m²","Hubungi","Rp 32.258.065 per m²","",""
"Rumah 2 lantai dekat LRT Cibubur","Jalan Mandiri, Cibubur, Jakarta Timur, DKI Jakarta","Rp","1,5262 M","3","2","90 m²","Hubungi","Rp 16.957.778 per m²","",""
"Rumah Baru PIK2 Manhattan 8x25 - Lanjut Cicilan","Manhattan Residence, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","6,6 M","4","5","250 m²","Hubungi","Rp 33.000.000 per m²","",""
"kavling marinir pondok bambu","Duren Sawit, Jakarta Timur, DKI Jakarta","Rp","2,45 M","4","3","150 m²","Hubungi","Rp 23.557.692 per m²","",""
"kelapa gading","jl. giro, Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","2 M","4","4","250 m²","Hubungi","Rp 19.047.619 per m²","",""
"Cijantung, Jakarta timur","Jl. Gongseng raya, Cijantung, Jakarta Timur, DKI Jakarta","Rp","1,35 M","4","2","95 m²","Hubungi","Rp 18.493.151 per m²","",""
"Gongseng, Jakarta timur","Jl. Gongseng Raya, Cijantung, Jakarta Timur, DKI Jakarta","Rp","1,395 M","4","2","100 m²","Hubungi","Rp 17.437.500 per m²","",""
"Dijual rumah mewah murah di Cijantung, Jakarta timur","Jl. Gongseng Raya, Cijantung, Jakarta Timur, Cijantung, Jakarta Timur, DKI Jakarta","Rp","1,5 M","4","2","110 m²","Hubungi","Rp 17.045.455 per m²","",""
"Dijual Rumah Cluster Georgia Boulevard PIK2 Selatan Jakarta Utara","Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","3,7 M","4","4","170 m²","Hubungi","Rp 30.833.333 per m²","",""
"Casa Jardin The Garden Residence","Jl. Daan Mogot Raya, Cengkareng, Jakarta Barat, DKI Jakarta","Rp","3,5 M","3","3","140 m²","Hubungi","Rp 29.166.667 per m²","",""
"Rumah Murah Cipayung 2 Lantai Full Bata Merah","Jl. Sepakat IX, RW.1, Cilangkap, Kec. Cipayung., Cilangkap, Jakarta Timur, DKI Jakarta","Rp","880 jt","3","2","75 m²","Hubungi","Rp 14.666.667 per m²","",""
"Panorama Regency 3 Cileungsi","Desa Mampir Cikeungsi, Cibubur, Jakarta Timur, DKI Jakarta","Rp","175,5336 jt","2","1","30 m²","Hubungi","Rp 2.925.560 per m²","",""
"DIJUAL RUMAH MURAH DI CIPINANG, PULO GADUNG, JAKARTA TIMUR","Jl. Cipinang Kebembem III, Pulo Gadung, Jakarta Timur, DKI Jakarta","Rp","983,1 jt","2","2","69 m²","Hubungi","Rp 28.088.571 per m²","",""
"DIJUAL RUMAH MURAH CANTIK DI PALMERAH, JAKARTA BARAT","Jl. Palmerah Utara IV, Palmerah, Jakarta Barat, DKI Jakarta","Rp","1,157 M","2","3","62 m²","Hubungi","Rp 35.060.606 per m²","",""
"Rumah Deket Tol Full Bata Merah 800 Jt'an",". Jl Sepakat IX Cilangkap, Cilangkap, Jakarta Timur, DKI Jakarta","Rp","800 jt","3","2","75 m²","Hubungi","Rp 13.333.333 per m²","",""
"Rumah Strategis Jakarta Murah Full Bata Merah 800 Jt'an","Jl Sepakat IX Cipayung, Cipayung, Jakarta Timur, DKI Jakarta","Rp","800 jt","3","2","75 m²","Hubungi","Rp 13.333.333 per m²","",""
"DIJUAL RUMAH MURAH CANTIK SHM 500 JUTAAN DI TAMAN SARI, JAKARTA BARAT","Jl. Taman Sari III, Taman Sari, Jakarta Barat, DKI Jakarta","Rp","558,6 jt","2","1","42 m²","Hubungi","Rp 25.390.909 per m²","",""
"9). Rumah Siap BASTK, Fasilitas kolam renang, Islamic Center akses Toll Cibubur","Jl. Nakula, Cibubur, Jakarta Timur, DKI Jakarta","Rp","1,1 M","2","3","70 m²","Hubungi","Rp 13.253.012 per m²","",""
"Jual Cepat Rumah Bebas Banjir Lokasi Strategis Dekat Cibubur Siap Huni Harga All In Bisa KPR","Rose Garden Cimanggis, Cibubur, Jakarta Timur, DKI Jakarta","Rp","899 jt","2","1","60 m²","Hubungi","Rp 8.561.905 per m²","",""
"Rumah Di Billymoon","Jalan Janur Raya, Duren Sawit, Jakarta Timur, DKI Jakarta","Rp","2,5 M","5","3","450 m²","Hubungi","Rp 8.865.248 per m²","",""
"Rawa mangun","Jalan pemuda, Rawamangun, Jakarta Timur, DKI Jakarta","Rp","1,477 M","3","3","67 m²","Hubungi","Rp 30.770.833 per m²","",""
"Rumah murah meriah di Jakarta Utara, strategis Deket Tol, dan Sunter mall","Jl. Warakas, Tanjung priok, jakarta utara, Tanjung Priok, Jakarta Utara, DKI Jakarta","Rp","354 jt","1","1","21 m²","Hubungi","Rp 14.750.000 per m²","",""
"Rumah Murah Meriah Di Daerah Koja Jakarta Utara, Strategis RS Koja Dan Jalan Tol","Jl. Mengkudu Jakarta Utara, Koja, Jakarta Utara, DKI Jakarta","Rp","481 jt","2","2","43 m²","Hubungi","Rp 22.904.762 per m²","",""
"Rumah Bisa KPR Di Cipayung Langsung Jalan Raya","Jalan Raya Cipayung, Cipayung, Jakarta Timur, DKI Jakarta","Rp","1,85 M","3","3","150 m²","Hubungi","Rp 21.764.706 per m²","",""
"Rumah baru modern minimalis didekat mall sunter","Jalan warakas 4 tanjung priok jakarta utara, Tanjung Priok, Jakarta Utara, DKI Jakarta","Rp","324 jt","1","1","22 m²","Hubungi","Rp 14.727.273 per m²","",""
"Rumah 2 lantai harga 1 lantai hanya 2 km ke Mall Kelapa Gading","Tanjung Priok, Jakarta Utara, DKI Jakarta","Rp","440 jt","2","2","42 m²","Hubungi","Rp 20.952.381 per m²","",""
"Rumah bergaya Classic Mediterania di duren sawit","Kawasan komplek perumahan, Duren Sawit, Jakarta Timur, DKI Jakarta","Rp","23 M","6","7","1000 m²","Hubungi","Rp 30.144.168 per m²","",""
"Rumah termewah terbesar dengan kolam renang di Pulo asem","Kawasan elitnya Puloasem, Pulo Asem, Jakarta Timur, DKI Jakarta","Rp","12 M","7","7","800 m²","Hubungi","Rp 18.604.651 per m²","",""
"Jual Cepat Rumah Minimalis Modern di Pomentia Residence Jagakarsa Harga All In Siap KPR","Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","2,64 M","4","4","140 m²","Hubungi","Rp 24.000.000 per m²","",""
"Jual Rumah Strategis DP Ringan Bebas Banjir di Metland Cileungsi Nego Harga All In Siap KPR","Cibubur, Jakarta Timur, DKI Jakarta","Rp","630 jt","2","1","70 m²","Hubungi","Rp 7.500.000 per m²","",""
"Jual Rumah Strategis Siap Huni di Kembangan Baru Jakarta Barat Harga All In Siap KPR","Kembangan Baru, Kembangan, Jakarta Barat, DKI Jakarta","Rp","2,34 M","3","2","120 m²","Hubungi","Rp 24.123.711 per m²","",""
"Jual Rumah Luas Siap Huni Strategis Dekat Jagakarsa Harga All In Siap KPR","Jalan H. Bara, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","2,46 M","5","5","200 m²","Hubungi","Rp 18.496.241 per m²","",""
"Jual Rumah Seken Terawat Siap Huni Strategis Dekat Cibubur Harga Nego Biaya All In Siap KPR","Cibubur Residence, Cibubur, Jakarta Timur, DKI Jakarta","Rp","1,15 M","2","1","70 m²","Hubungi","Rp 12.777.778 per m²","",""
"Dijual Rumah Seken Luas Harga All In Siap KPR Siap Huni Dekat Cibubur Bisa Nego","Perumahan Grand Mutiara 2, Cibubur, Jakarta Timur, DKI Jakarta","Rp","1,56 M","3","3","240 m²","Hubungi","Rp 12.580.645 per m²","",""
"Jual Rumah 2 Lantai Siap Huni Strategis Dekat Jagakarsa Harga Nego Biaya All In Siap KPR","Andara Village, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","2,52 M","5","3","200 m²","Hubungi","Rp 16.800.000 per m²","",""
"Rawamangun Jakarta timur","Rawamangun, Jakarta Timur, DKI Jakarta","Rp","6,7 M","5","4","250 m²","Hubungi","Rp 30.180.180 per m²","",""
"Rumah Jakarta Pusat","Jln. Sabang Gambir Jakarta Pusat, Gambir, Jakarta Pusat, DKI Jakarta","Rp","7,8 M","6","3","220 m²","Hubungi","Rp 33.913.043 per m²","",""
"DIJUAL RUMAH DENGAN HALAMAN DEPAN LUAS BISA JADIKAN USAHA","35 Jalan Joglo raya No. 35, Joglo, Jakarta Barat, DKI Jakarta","Rp","6,5 M","4","2","350 m²","Hubungi","Rp 21.666.667 per m²","",""
"Pantai Indah Kapuk","Florence PIK, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","12,5 M","6","9","540 m²","Hubungi","Rp 43.103.448 per m²","",""
"Dijual Rumah lama /hitung tanah saja.","Sawah Besar, Jakarta Pusat, DKI Jakarta","Rp","19 M","1","","508 m²","Hubungi","Rp 37.401.575 per m²","",""
"Rumah Cantik di Kucica Bintaro","Kucica, Bintaro, Jakarta Selatan, DKI Jakarta","Rp","1,9 M","4","3","150 m²","Hubungi","Rp 19.791.667 per m²","",""
"Tanah Abang, Jakarta Pusat","Jalan Al-habsyie, Kebon Kacang, Tanah Abang, Jakarta Pusat, DKI Jakarta","Rp","9 M","4","2","300 m²","Hubungi","Rp 18.000.000 per m²","",""
"Bukit Permai","Jl Jl. Raya Jambore, Cibubur, Jakarta Timur, Cibubur, Jakarta Timur, DKI Jakarta","Rp","5,5 M","5","6","600 m²","Hubungi","Rp 12.500.000 per m²","",""
"Pantai Indah Kapuk","Kenari Hijau, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","18,8 M","5","6","650 m²","Hubungi","Rp 48.205.128 per m²","",""
"Cipete","Jl. Gaharu, Cipete, Jakarta Selatan, DKI Jakarta","Rp","13,5 M","5","3","250 m²","Hubungi","Rp 31.250.000 per m²","",""
"Jual cepat erlangga jarang ada","Erlangga, Kebayoran Baru, Jakarta Selatan, DKI Jakarta","Rp","25 M","3","3","215 m²","Hubungi","Rp 76.452.599 per m²","",""
"ARTHA GADING VILLA KELAPA GADING MODEL DAVINCI","Artha Gading Villa, Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","18 M","5","4","1000 m²","Hubungi","Rp 46.632.124 per m²","",""
"Murah Rumah Jati padang pasar minggu Lokasi Asri Bebas Banjir Akses jalan Lebar Dekat Raya Ragunan","Jati padang, pasar minggu, jakarta selatan, Jati Padang, Jakarta Selatan, DKI Jakarta","Rp","3,5 M","3","3","101 m²","Hubungi","Rp 19.125.683 per m²","",""
"Murah Rumah Bendungan Hilir Area Bebas Banjir Raw jalan lebar bangun rapih dekat pasar Benhil","Bendungan hilir, jakarta pusat, Bendungan Hilir, Jakarta Pusat, DKI Jakarta","Rp","15 M","5","4","243 m²","Hubungi","Rp 47.318.612 per m²","",""
"Sunter","Sunter, Sunter, Jakarta Utara, DKI Jakarta","Rp","4,5 M","3","2","264 m²","Hubungi","Rp 25.000.000 per m²","",""
"Cluster cempaka putih tengah","Cempaka putih tengah, Cempaka Putih, Jakarta Pusat, DKI Jakarta","Rp","1,485 M","2","2","68 m²","Hubungi","Rp 41.250.000 per m²","",""
"Pasar Tanah Abang Blok A",". KH. Mas Mansyur, Tanah Abang, Jakarta Pusat, DKI Jakarta","Rp","7,5 M","2","1","317 m²","Hubungi","Rp 23.659.306 per m²","",""
"Pantai Indah Kapuk","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","7,9 M","4","4","400 m²","Hubungi","Rp 39.500.000 per m²","",""
"PRECIUM LEBAK BULUS","Jln Delima Timur Cilandak Jakarta Selatan, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","4 M","3","3","100 m²","Hubungi","Rp 40.000.000 per m²","",""
"Di Jual Bu Rumah Baru Cluster La Seine, Cakung, Jakarta Timur 017","Jakarta Garden City/JGC, Jakarta Timur, DKI Jakarta","Rp","2,25 M","4","3","100 m²","Hubungi","Rp 22.058.824 per m²","",""
"Puri Mansion","Jl. Puri Kembangan, Kembangan, Jakarta Barat, DKI Jakarta","Rp","2,4 M","4","3","100 m²","Hubungi","Rp 26.666.667 per m²","",""
"Puri Mansion","Jl. Puri Kembangan, Kembangan, Jakarta Barat, DKI Jakarta","Rp","4,7 M","4","4","210 m²","Hubungi","Rp 31.333.333 per m²","",""
"Rumah Siap Huni Lokasi Strategis Area Pondok Indah","Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","40 M","4","4","600 m²","Hubungi","Rp 50.441.362 per m²","",""
"PIK 2 Sedayu Indo City","Jalan Marina Indah Raya No.1 ​Pantai Indah Kapuk, Kamal, Jakarta Utara, DKI Jakarta","Rp","2,4 M","3","3","105 m²","Hubungi","Rp 30.000.000 per m²","",""
"8). Rumah Ready Stock 3 lantai, ada space work siap support produktivitas kamu lokasi 2km toll cibub","Jl. Nakula, Cibubur, Jakarta Timur, DKI Jakarta","Rp","1,5 M","3","3","90 m²","Hubungi","Rp 16.666.667 per m²","",""
"Rumah Kayu Putih Dekat Stasiun LRT","Kayu Putih, Kayu Putih, Jakarta Timur, DKI Jakarta","Rp","16 M","5","4","592 m²","Hubungi","Rp 27.350.427 per m²","",""
"MUARA KARANG, rumah TERmurah dijual cepat 6x15- Rp2, 5M","Muara karang blok 3, Muara Karang, Jakarta Utara, DKI Jakarta","Rp","2,5 M","3","3","90 m²","Hubungi","Rp 27.777.778 per m²","",""
"Rumah modern tropis ciracas","Jl kelapa dua wetan no 42, Ciracas, Jakarta Timur, DKI Jakarta","Rp","1,199 M","3","3","68 m²","Hubungi","Rp 19.983.333 per m²","",""
"Rumah Minimalist Modern Daerah Cibubur","Jalan Belimbing no 10, Cibubur, Jakarta Timur, DKI Jakarta","Rp","1,7 M","3","3","110 m²","Hubungi","Rp 14.912.281 per m²","",""
"Rumah Mewah Golf Island PIK Full Furnished 300m2, Ada Pool","Golf Island PIK, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","18 M","5","5","435 m²","Hubungi","Rp 60.000.000 per m²","",""
"Termurah Rumah Brand New Golf Island PIK 8x20 Pine","Golf Island, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","5,35 M","4","4","176 m²","Hubungi","Rp 33.437.500 per m²","",""
"Lanjut Cicilan Rumah Brand New PIK2 - Tahap2 - 10x15","pantai indah kapuk 2, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","5 M","5","5","209 m²","Hubungi","Rp 33.333.333 per m²","",""
"Rumah Brand New PIK2 4, 5x10 , Siap Huni","Pantai Indah Kapuk 2, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","1,3 M","2","2","54 m²","Hubungi","Rp 28.888.889 per m²","",""
"Rumah Brand New PIK2 8x15 - Cluster Danau - Selatan","Pantai Indah Kapuk2, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","3,9 M","4","4","170 m²","Hubungi","Rp 32.500.000 per m²","",""
"Rumah Brand New PIK Camar Indah 8x23 Furnished","Camar Indah, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","8,9 M","5","5","400 m²","Hubungi","Rp 48.369.565 per m²","",""
"Rumah Mewah Golf Island PIK Posisi Boulevard 8x20","Golf Island PIK, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","7,5 M","4","4","261 m²","Hubungi","Rp 46.875.000 per m²","",""
"Rumah Mewah Golf Island PIK Posisi Boulevard 8x20","Golf Island PIK, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","7,5 M","4","4","261 m²","Hubungi","Rp 46.875.000 per m²","",""
"Rumah Pluit Brand New, Mewah, Lokasi Strategis, Sangat Dekat Kemana Saja","Pluit, Jakarta Utara, Pluit, Jakarta Utara, DKI Jakarta","Rp","12,5 M","4","4","660 m²","Hubungi","Rp 62.500.000 per m²","",""
"Kausar Premier, Rumah Siap Huni 2 Lantai di Cimanggis Dekat Tol Cibubur Bebas Legalitas Pecah Perkav","Jl Bungur 2, Cibubur, Jakarta Timur, DKI Jakarta","Rp","1,18886094 M","2","3","70 m²","Hubungi","Rp 14.323.626 per m²","",""
"JUAL RUMAH PANTAI INDAH KAPUK - JOHAR GOLF . LANGKAAAAAAA","Johar golf, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","10,3 M","3","3","350 m²","Hubungi","Rp 44.782.609 per m²","",""
"Rumah Virya Semanan Jakarta Barat","Taman Semanan Indah, Jakarta Barat, DKI Jakarta","Rp","2,45 M","3","3","136 m²","Hubungi","Rp 20.416.667 per m²","",""
"Tebet","Tebet barat, Tebet Barat, Jakarta Selatan, DKI Jakarta","Rp","7,5 M","6","3","200 m²","Hubungi","Rp 37.128.713 per m²","",""
"Rumah Mewah 23x35 PIK","Pantai indah kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","30 M","9","8","839 m²","Hubungi","Rp 38.216.561 per m²","",""
"Pantai Indah Kapuk - Cluster Mayang Permai - Pinisi Indah","Jl. Pantai Indah Kapuk, Kapuk Muara, Jakarta Utara, DKI Jakarta","Rp","16 M","5","3","325 m²","Hubungi","Rp 34.858.388 per m²","",""
"Rumah","Mozart boluvard, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","8 M","3","3","360 m²","Hubungi","Rp 50.000.000 per m²","",""
"Citra 1","Citra 1, Citra Garden, Jakarta Barat, DKI Jakarta","Rp","5,5 M","4","3","350 m²","Hubungi","Rp 22.000.000 per m²","",""
"Pantai indah kapuk","Pantai indah kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","23 M","7","6","1100 m²","Hubungi","Rp 61.007.958 per m²","",""
"Pantai indah kapuk 2","Kamal muara, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","9 M","4","3","300 m²","Hubungi","Rp 36.000.000 per m²","",""
"Pantai indah kapuk","Pantai indah kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","80 M","6","5","1300 m²","Hubungi","Rp 72.727.273 per m²","",""
"Rumah","Pantai indah kapuk, Kapuk Muara, Jakarta Utara, DKI Jakarta","Rp","37 M","7","2","1300 m²","Hubungi","Rp 57.812.500 per m²","",""
"Pantai indah kapuk","Ebony, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","32 M","3","1","1000 m²","Hubungi","Rp 98.461.538 per m²","",""
"Pantai indah kapuk","Pantai indah kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","11 M","3","2","360 m²","Hubungi","Rp 55.000.000 per m²","",""
"Pantai indah kapuk","Pantai indah utara, Kapuk Muara, Jakarta Utara, DKI Jakarta","Rp","16 M","4","3","450 m²","Hubungi","Rp 49.382.716 per m²","",""
"Rumah Brand New PIK2 6x15 Siap Huni","Pantai indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","2,9 M","3","3","128 m²","Hubungi","Rp 36.250.000 per m²","",""
"Rumah Brand New PIK2 8x10 Termurah Cluster Danau","Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","2,3 M","2","2","98 m²","Hubungi","Rp 28.750.000 per m²","",""
"Dijual Rumah Komplek Mahkamah Agung","Pasar Minggu, Jakarta Selatan, DKI Jakarta","Rp","9,5 M","4","2","400 m²","Hubungi","Rp 13.194.444 per m²","",""
"CitraGarden Puri Jakarta Barat","CitraGarden Puri Boulevard Kav.01, Citra Garden, Jakarta Barat, DKI Jakarta","Rp","1,7 M","2","2","53 m²","Hubungi","Rp 26.153.846 per m²","",""
"Kahfi Park Residence","Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","2,7 M","3","3","79 m²","Hubungi","Rp 34.177.215 per m²","",""
"Rumah Minimalis Siap huni PIK Pantai Indah Kapuk (260m)","Pantai indah kapuk PIK, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","12,5 M","6","9","540 m²","Hubungi","Rp 48.076.923 per m²","",""
"Amaya Townhouse","Cipedak, Jakarta Selatan, DKI Jakarta","Rp","1,8 M","4","3","88 m²","Hubungi","Rp 19.780.220 per m²","",""
"Alana Boutique Townhouse","Ciganjur, Jakarta Selatan, DKI Jakarta","Rp","2 M","3","3","105 m²","Hubungi","Rp 22.222.222 per m²","",""
"AEROWORLD 8, CITRA GARDEN CITY , JAKARTA-CIPUTRA GROUP","Jakarta Garden City/JGC, Jakarta Timur, DKI Jakarta","Rp","3 M","3","2","103 m²","Hubungi","Rp 47.619.048 per m²","",""
"Taman Permata Buana","Jl. Kembangan Raya, Jakarta Barat, DKI Jakarta","Rp","6 M","","","350 m²","Hubungi","Rp 50.000.000 per m²","",""
"Rumah Permata Buana Minimalis Ls 180 m2. Siap huni !","Permata Buana, Permata Buana, Jakarta Barat, DKI Jakarta","Rp","7,2 M","4","3","300 m²","Hubungi","Rp 40.000.000 per m²","",""
"rumah dijual dalam komplek di jati padang pasar minggu jakarta selatan","jati padang utara pasar minggu jakarta selatan, Jati Padang, Jakarta Selatan, DKI Jakarta","Rp","3,5 M","5","3","150 m²","Hubungi","Rp 10.769.231 per m²","",""
"DIJUAL RUMAH RIVIERA PURI BAGUS, NYAMAN, BERSIH DAN HARGA TERBAIK","PURI, Puri Indah, Jakarta Barat, DKI Jakarta","Rp","3,8 M","3","2","120 m²","Hubungi","Rp 31.666.667 per m²","",""
